,document,spac_doc,token_doc
411,핏이 예뻐요 만족합니다 마음에 디테일 들어서 너무,핏이 예뻐요 만족합니다 마음에 디테일 들어서 너무,"['예쁘다', '만족하다', '마음', '디테일', '들어서다']"
412,질감도 자주 입고 이쁘고 이뻐요 완전 색상도 보드랍고 다녀요,질감도 자주 입고 이 쁘고 이 뻐요 완전 색상도 보드랍고 다녀요,"['질감', '자주', '입다', '색상', '보드랍다', '다니다']"
413,좋아요 구매했는데 커플로 칼라도 빈티지하고 헤비원단이라 성분이 좋다고해서 자극없고 입으려고,좋아요 구매했는데 커플로 칼라도 빈티지하고 헤비 원단이라 성분이 좋다고 해서 자극 없고 입으려고,"['좋다', '구매', '커플', '빈티', '지하', '헤비', '원단', '성분', '좋다', '자극', '입다']"
414,너무 색감이 예쁜 티셔츠네요너무 예뻐요강추입니다 주문했어요 매장에서 보고 예쁩니다 피그먼트라,너무 색감이 예쁜 티셔츠네 요 너무 예뻐요강 추입니다 주문했어요 매장에서 보고 예쁩니다 피그먼트라,"['색감', '예쁘다', '티셔츠', '예쁘다', '주문', '매장', '예쁘다', '피그먼트']"
415,편하게 잘입을거 여름에 사이즈도 넉넉하고 같아요,편하게 잘 입을 거 여름에 사이즈도 넉넉하고 같아요,"['편하다', '자다', '여름', '사이즈', '넉넉하다']"
416,좋은 수납할 다른 컬러가 한번 있었고 디자인이 뽁뽁이에 클렌징 눈시림같은거,좋은 수납할 다른 컬러가 한 번 있었고 디자인이 뽁뽁이에 클렌징 눈 시림 같은 거,"['좋다', '수납', '컬러', '디자인', '클렌징']"
417,역시 너무 튼튼하고 좋아요기본템은 무탠다드죠 팀즈는 클래식 좋아합니다 선물로 사줬는데,역시 너무 튼튼하고 좋아요 기본템은 무탠다드죠 팀즈는 클래식 좋아합니다 선물로 사 줬는데,"['튼튼하다', '좋다', '무탠다드', '클래식', '좋아하다', '선물']"
418,너무 좋아하네요 쓰고있습니다 이쁘게 여자친구가 어깨끈이 풀었어요 답답해서 몰려있고밴딩이 밴딩,너무 좋아하네요 쓰고 있습니다 이쁘게 여자친구가 어깨끈이 풀었어요 답답해서 몰려 있고 밴딩이 밴딩,"['좋아하다', '쓰다', '예쁘다', '여자친구', '어깨', '풀다', '밴딩', '밴딩']"
419,핏도 진짜 좋고 예뻐요 재질 입겠습니당 크롭해서 질도 싸게샀는데 가성비가,핏도 진짜 좋고 예뻐요 재질 입겠습니 당 크롭해서 질도 싸게 샀는데 가성비가,"['좋다', '예쁘다', '재질', '입다', '질도', '싸다', '사다', '가성비']"
420,진짜 맘에 들어요 예쁘면 너무 예뻐서 않은데 푹신하지는 생각보다 프린팅이,진짜 맘에 들어 요 예쁘면 너무 예뻐서 않은데 푹신하지는 생각보다 프린팅이,"['예쁘다', '예쁘다', '푹신하다', '생각', '프린팅']"
421,좋아요 이쁩니다 아주 소재가 너무 귀엽고 괜찮고,좋아요 이쁩니다 아주 소재가 너무 귀엽고 괜찮고,"['좋다', '예쁘다', '아주', '소재', '귀엽다', '괜찮다']"
422,좋아요 좋습니다 저렴하게 이쁘고 선명해서 색감이 디자인 구매해서 가격도,좋아요 좋습니다 저렴하게 이 쁘고 선명해서 색감이 디자인 구매해서 가격도,"['좋다', '좋다', '저렴하다', '선명하다', '색감', '디자인', '구매', '가격']"
423,부드럽고 따뜻합니다 유니크해요 그린이라서 비비드 가볍다고해서 기대되네요 프라이머보다 기존 원단도,부드럽고 따뜻합니다 유니크해요 그린이라서 비비드 가볍다고 해서 기대되네요 프라이머보다 기존 원단도,"['부드럽다', '따뜻하다', '유니크', '그린', '이라서', '가볍다', '기대', '기존', '원단']"
424,이쁘네요 역시 색들이 살짝 비슷한 많아서 고민했는데 짱이쁨 좋아요 재밌고,이쁘네요 역시 색들이 살짝 비슷한 많아서 고민했는데 짱이 쁨 좋아요 재밌고,"['예쁘다', '살짝', '많다', '고민', '좋다']"
425,프린팅이 특히 전판 이쁘고 이쁘게 디자인도 너무 나오네요 귀여워요,프린팅이 특히 전판 이 쁘고 이쁘게 디자인도 너무 나오네요 귀여워요,"['프린팅', '예쁘다', '디자인', '귀엽다']"
426,핏도 좋고 완전 예뻐요 여름에 소재도 딱입니다 너무,핏도 좋고 완전 예뻐요 여름에 소재도 딱입니다 너무,"['좋다', '예쁘다', '여름', '소재', '딱이다']"
427,찰떡이네요핏도 이쁘고 사이즈 다른색상도 구매하려합니다,찰떡이네 요핏도 이 쁘고 사이즈 다른 색상도 구매하려 합니다,"['찰떡', '요핏', '사이즈', '색상', '구매']"
428,좋아요 저렴하게 상품 빠르고 배송 마음에 들어요 구매했어요,좋아요 저렴하게 상품 빠르고 배송 마음에 들어 요 구매했어요,"['좋다', '저렴하다', '상품', '빠르다', '배송', '마음', '구매']"
429,핏이 좋습니다 이쁘구요 빠르고 배송도 디자인도,핏이 좋습니다 이쁘구요 빠르고 배송도 디자인도,"['좋다', '예쁘다', '빠르다', '배송', '디자인']"
430,타입입니다 속건조 만족하는데 많은 맞을 무척 부족 분들한테는 수도 지성이신,타입입니다 속 건조 만족하는데 많은 맞을 무척 부족 분들한테는 수도 지성이신,"['타입', '건조', '만족하다', '많다', '맞다', '늘다', '수도']"
431,포인트 좋은 여름에 주기 좋습니다ㅋ 수납공간도 넉넉하고 가방이에요 줄만한 신발이네요,포인트 좋은 여름에 주 기 좋습니다ㅋ 수납공간도 넉넉하고 가방이에 요 줄 만한 신발이네요,"['포인트', '좋다', '여름', '좋다', '수납', '공간', '넉넉하다', '가방', '신발']"
432,편하게 좋은 입을 입기 이너로 느낌입니다 같아요,편하게 좋은 입을 입 기 이너로 느낌입니다 같아요,"['편하다', '좋다', '느낌']"
433,편하게 좋습니다 거뜬하고 안빠져요 카드 장도 자력강하고 들고다니기 깔끔한 너무,편하게 좋습니다 거뜬하고 안 빠져요 카드 장도 자력 강하고 들고 다니기 깔끔한 너무,"['편하다', '좋다', '빠지다', '카드', '강하다', '다니다', '깔끔하다']"
434,편하고 좋아요 입기 운동할때 만족해요 딱좋습니다 운동할 만족스럽습니다 너무 가격도,편하고 좋아요 입기 운동할 때 만족해요 딱 좋습니다 운동할 만족스럽습니다 너무 가격도,"['편하다', '좋다', '입다', '운동', '만족하다', '좋다', '운동', '만족스럽다', '가격']"
435,같아요 입을 있을 오래 워싱되면 이쁘게 입어서 휘뚜루마뚜루 깔끔하고 가을에,같아 요 입을 있을 오래 워싱되면 이쁘게 입어서 휘뚜루마 뚜루 깔끔하고 가을에,"['오래', '예쁘다', '입다', '휘뚜루', '휘뚜루', '깔끔하다', '가을']"
436,편해요 옷이 예쁘고 생각보다 색이랑 색도 보고 디자인만 너무 구매했는데,편해요 옷이 예쁘고 생각보다 색이랑 색도 보고 디자인만 너무 구매했는데,"['편하다', '예쁘다', '생각', '색도', '디자인', '구매']"
437,좋아요 있을 입을 입어야겠네요 예쁘고 색도 많이 긴팔 ㅎㅎ,좋아요 있을 입을 입어야겠네요 예쁘고 색도 많이 긴 팔 ㅎㅎ,"['좋다', '입다', '예쁘다', '색도', '기다']"
438,좋아요 좋아서 고정잘되고 색상대비가 색상이 쨍하고 스프레이 무엇보다 로고랑 두피에,좋아요 좋아서 고정 잘 되고 색상 대비가 색상이 쨍하고 스프레이 무엇보다 로고랑 두피에,"['좋다', '좋다', '자다', '색상', '대비', '색상', '로고']"
439,좋아요 질도 좋고 싸게 색감도 받았습니다 구매했어요,좋아요 질도 좋고 싸게 색감도 받았습니다 구매했어요,"['좋다', '질도', '좋다', '싸다', '색감', '구매']"
440,톡톡하고 이뻐서 원단이 아주 색감이 맘에 들어요 너무,톡톡하고 이 뻐서 원단이 아주 색감이 맘에 들어 요 너무,"['톡톡하다', '원단', '아주', '색감']"
441,구매했습니다 좋은 배송도 가격에 포장도 좋았습니다 아주 빨라서 꼼꼼하고 프로필,구매했습니다 좋은 배송도 가격에 포장도 좋았습니다 아주 빨라서 꼼꼼하고 프로필,"['구매', '좋다', '배송', '가격', '포장', '좋다', '아주', '꼼꼼하다']"
442,특이하고 이뻐서 색감도 사이즈 맞네요 디자인이 구매했어요,특이하고 이 뻐서 색감도 사이즈 맞네요 디자인이 구매했어요,"['특이하다', '색감', '사이즈', '맞다', '디자인', '구매']"
443,진짜 가성비 최고인듯 있어요 신고다니고 소재도 괜츈 ㅎㅎ 할인할때 좋네요,진짜 가성비 최고인 듯 있어요 신고 다니고 소재도 괜츈 ㅎㅎ 할인할 때 좋네요,"['가성비', '최고', '신고', '다니다', '소재', '할인', '좋다']"
444,편하게 사이즈도 잘맞고 있을거같어요 운동갈때 신을슈 적당해서 언제든 심플하고 신을듯,편하게 사이즈도 잘 맞고 있을 거 같어요 운동 갈 때 신을 슈 적당해서 언제든 심플하고 신을 듯,"['편하다', '사이즈', '자다', '맞다', '운동', '갈다', '적당하다', '심플']"
445,화면이랑 추천합니다 만족합니다 같아요 가격대비,화면이랑 추천합니다 만족합니다 같아 요 가격 대비,"['화면', '추천', '만족하다', '가격', '대비']"
446,좋네요 조금 있어요 발림성은 미끌거리는 경향도,좋네요 조금 있어요 발림성은 미끌거리는 경향도,"['좋다', '발림', '성은']"
447,크기가 커서 생각보다 마음에 들어요 놀랐지만 굉장히,크기가 커서 생각보다 마음에 들어 요 놀랐지만 굉장히,"['크기', '커서', '생각', '마음', '굉장하다']"
448,정말 마음에 들어요 포인트되어서 좋네요 입었을때 로고 귀엽고 포장이 재질이,정말 마음에 들어 요 포인트 되어서 좋네요 입었을 때 로 고 귀엽고 포장이 재질이,"['마음', '포인트', '좋다', '입다', '귀엽다', '포장', '재질']"
449,핏도 잘사서 예쁘고 싸게 만족합니다 너무 가볍고,핏도 잘 사서 예쁘고 싸게 만족합니다 너무 가볍고,"['자다', '사서', '예쁘다', '싸다', '만족하다', '가볍다']"
450,했는데 생각보다 마음에 디자인이 들어서 구매 괜찮네요,했는데 생각보다 마음에 디자인이 들어서 구매 괜찮네요,"['생각', '마음', '디자인', '들어서다', '구매', '괜찮다']"
451,디자인도 진하고 예쁩니다 오버핏이라 색깔도 재질감도좋고 바라클라바인데 맘에듭니다 아주맘에듭니다 넉넉하니,디자인도 진하고 예쁩니다 오버핏이라 색깔도 재질감도 좋고 바라클라바인데 맘에 듭니다 아주 맘에 듭니다 넉넉하니,"['디자인', '진하다', '예쁘다', '오버핏', '색깔', '좋다', '바라다', '크다', '듭니', '아주', '듭니', '넉넉하다']"
452,크롭에 촉감도 짱짱하구 적당한 재질도 이뻐요 부드럽고,크롭에 촉감도 짱짱하구 적당한 재질도 이 뻐요 부드럽고,"['크롭', '촉감', '짱짱하다', '적당하다', '재질', '부드럽다']"
453,저렴하게 구매했어요 퍼센트 쿠폰 적용해서 선착 뷰티위크 피부가 좋아진 전부터,저렴하게 구매했어요 퍼센트 쿠폰 적용해서 선착 뷰티위크 피부가 좋아진 전부터,"['저렴하다', '구매', '쿠폰', '적용', '뷰티', '크다', '피부', '좋아지다']"
454,예뻐요 디자인도 부드럽지는 입기좋을것같아요 두꺼워서 않지만 쌀쌀할때 재질이 한데 덥기는,예뻐요 디자인도 부드럽지는 입기 좋을 것 같아요 두꺼워서 않지만 쌀쌀할 때 재질이 한데 덥기는,"['예쁘다', '디자인', '부드럽다', '입다', '좋다', '두껍다', '쌀쌀하다', '재질', '덥다', '기다']"
455,있어요 입을 옷감이 얇아서 시원하게 부드럽고 가볍고,있어요 입을 옷감이 얇아서 시원하게 부드럽고 가볍고,"['옷감', '얇다', '시원하다', '부드럽다', '가볍다']"
456,편하게 좋은 예쁘고 아이샴 아무데나 신기 디자인 닥터마틴 같아요,편하게 좋은 예쁘고 아이샴 아무 데나 신기 디자인 닥터마틴 같아요,"['편하다', '좋다', '예쁘다', '아무', '신기', '디자인']"
457,포인트 컬러로 쨍해서 좋은 입기 색감이 같아요,포인트 컬러로 쨍해서 좋은 입기 색감이 같아요,"['포인트', '컬러', '쨍해', '좋다', '입다', '색감']"
458,좋습니다 디자인도 깔끔하고 너무 예쁘네요 가죽이라서 필요했는데 컵이 용량 지금,좋습니다 디자인도 깔끔하고 너무 예쁘네요 가죽이라서 필요했는데 컵이 용량 지금,"['좋다', '디자인', '깔끔하다', '예쁘다', '가죽', '이라서', '필요하다', '용량']"
459,할인해서 편하게 진짜 있는 입을 셔츠 샀습니다,할인해서 편하게 진짜 있는 입을 셔츠 샀습니다,"['할인', '편하다', '셔츠', '사다']"
460,해요 이런 어렵긴 생각보다 색감이 베스트 매치가 만족스러워요 독특해서 너무,해요 이런 어렵긴 생각보다 색감이 베스트 매치가 만족스러워요 독특해서 너무,"['어렵다', '생각', '색감', '베스트', '매치', '만족스럽다', '독특하다']"
461,마음에 구매했어요 호랑이 들고 귀여워요저렴하게 향이 하나 세일기간에 빠르네요 배송,마음에 구매했어요 호랑이 들 고 귀여워요 저렴하게 향이 하나 세일 기간에 빠르네요 배송,"['마음', '구매', '귀엽다', '저렴하다', '기간', '빠르다', '배송']"
462,최고 좋습니다 잘산거 마음에 듭니다 같아요 가성비,최고 좋습니다 잘 산 거 마음에 듭니다 같아 요 가성비,"['최고', '좋다', '자다', '마음', '듭니', '가성비']"
463,코디하기 좋을것 좋네요 입기 오트밀 예뻐요 여기저기 색상이라 봄가을에 두꺼워서,코디하기 좋을 것 좋네요 입 기 오트밀 예뻐요 여기저기 색상이라 봄 가을에 두꺼워서,"['코디', '좋다', '좋다', '오트밀', '예쁘다', '여기저기', '색상', '가을', '두껍다']"
