,document,spac_doc,token_doc
4367,너무 생각보다 색감이 들게 작은데 자꾸 예뻐서 되네요 같아요예쁘고 같이,너무 생각보다 색감이 들게 작은데 자꾸 예뻐서 되네요 같아요 예쁘고 같이,"['생각', '색감', '작다', '예쁘다', '예쁘다']"
4368,허리도 편하고 잘맞고살짝 잘맞고 완벽해요 얇은 빼면 기장도 것만 가볍고,허리도 편하고 잘 맞고 살짝 잘 맞고 완벽해요 얇은 빼면 기장도 것만 가볍고,"['허리', '편하다', '자다', '맞다', '살짝', '자다', '맞다', '완벽하다', '얇다', '빼다', '기장', '가볍다']"
4369,차콜 참고하세요 좋아요 작아요 입어서 이쁘고 사이즈은 바지보다 구매했어요 구매하고,차콜 참고하세요 좋아요 작아 요 입어서 이 쁘고 사이즈 은 바지보다 구매했어요 구매하고,"['차콜', '참고', '좋다', '작다', '입다', '사이즈', '바지', '구매', '구매']"
4370,잠이 입으면 옵니다 빨랐고 배송도 마음에 듭니다 그냥,잠이 입으면 옵니다 빨랐고 배송도 마음에 듭니다 그냥,"['입다', '빠르다', '배송', '마음', '듭니']"
4371,있습니다 입고 앞에 색도 로고도 귀여워서 괜찮고,있습니다 입고 앞에 색도 로고도 귀여워서 괜찮고,"['입다', '색도', '로고', '귀엽다', '괜찮다']"
4372,좋아요 잘안보이긴하는데 생각보다 무늬가 그래도,좋아요 잘 안 보이긴 하는데 생각보다 무늬가 그래도,"['좋다', '자다', '생각', '무늬']"
4373,생각보다 사이즈도 적당해요 색이 괜찮은것같아요 커서 잘어울리는 어디든 날날해요 교복템입니당,생각보다 사이즈도 적당해요 색이 괜찮은 것 같아요 커서 잘 어울리는 어디든 날 날해요 교복 템입니당,"['생각', '사이즈', '적당하다', '괜찮다', '커서', '자다', '어울리다', '교복']"
4374,진짜 너무 하나 기모 입을 힘들겠지만 개구리임 거에요 구매함 근데,진짜 너무 하나 기 모 입을 힘들겠지만 개구리 임 거에 요 구매함 근데,"['힘들다', '구매']"
4375,핏이라 자주 입고다닐거같아요 원하던 마음에 들어요더워지면 깔끔하고,핏이라 자주 입고 다닐 거 같아 요 원하던 마음에 들어요 더워지면 깔끔하고,"['자주', '입다', '다니다', '원하다', '마음', '더워지다', '깔끔하다']"
4376,조금 예뻐요 느낌 들어요 무거운 배송이 옷은 소매 느렸지만 좋아요,조금 예뻐요 느낌 들어 요 무거운 배송이 옷은 소매 느렸지만 좋아요,"['예쁘다', '느낌', '무겁다', '배송', '소매', '느리다', '좋다']"
4377,편하게 좋아요 입기 루즈핏으로 내이비 그레이에 구매 운동할 때도 이어,편하게 좋아요 입 기 루즈핏으로 내 이비 그레이에 구매 운동할 때도 이어,"['편하다', '좋다', '루즈핏', '그레이', '구매', '운동']"
4378,사이즈 슬림한 매우 제품 떨어지는 레이어드 가슴둘레 소매 좋은 단품으로,사이즈 슬림한 매우 제품 떨어지는 레이어드 가슴 둘레 소매 좋은 단품으로,"['사이즈', '슬림', '제품', '떨어지다', '레이어', '가슴', '둘레', '소매', '좋다']"
4379,사이즈가 조금 핏으로 맞습니다 맥시한 예쁘게 크지만 원단은 예쁘고요 티는,사이즈가 조금 핏으로 맞습니다 맥시한 예쁘게 크지만 원단은 예쁘고요 티는,"['사이즈', '맞다', '예쁘다', '크다', '원단', '예쁘다']"
4380,입기 생각보다 펑퍼짐하게 큰데 좋아여 약간 도톰합니다 합니다 짧긴 좋아요길이는,입기 생각보다 펑 퍼짐하게 큰데 좋아 여 약간 도 톰합니다 합니다 짧긴 좋아요길이는,"['입다', '생각', '퍼지다', '크다', '좋다', '짧다', '좋다', '길이']"
4381,특히 좋을 좋은거 좋아요 입어서 입기에 이너로 없이 아이가 보온성,특히 좋을 좋은 거 좋아요 입어서 입기에 이너로 없이 아이가 보온성,"['좋다', '좋다', '좋다', '입다', '입다', '보온']"
4382,구매했어요 생각보다 화장 파데프리 같이 증정품 괜찮네요 자연스러운 쓰려고요 써보고,구매했어요 생각보다 화장 파데프리 같이 증정품 괜찮네요 자연스러운 쓰려고 요 써보고,"['구매', '생각', '화장', '파다', '괜찮다', '자연스럽다', '쓰다']"
4383,사이즈가 생각보다 엑스라지인데도 잘했네요 고민했었는데 안크네요라지중에 엑라로 가길 작은데 재질이,사이즈가 생각보다 엑스라지인데도 잘했네요 고민했었는데 안 크네요라지 중에 엑라로 가 길 작은데 재질이,"['사이즈', '생각', '엑스', '라지', '고민', '크다', '라지', '작다', '재질']"
4384,하지만 핏에도 곱창지게 구겨지는핏이 기장감이 길긴 높은 매치하기 맥스와이드한 문제없습니다색감이,하지만 핏에도 곱창지게 구겨지는 핏이 기장감이 길 긴 높은 매치하기 맥스와이드 한 문제 없습니다색감이,"['에도', '지게', '구기다', '기장', '기다', '높다', '매치', '와이드', '문제', '색감']"
4385,맘에 있어서 들어요 스웨이드 발볼은 이미지보다 러프해서 비교 좁고 높은편입니다,맘에 있어서 들어 요 스웨이드 발볼은 이미지보다 러프해서 비교 좁고 높은 편입니다,"['발볼', '러프', '비교', '좁다', '높다', '편입']"
4386,같아요 역시 과대 광고 제품은 아닌거 구매하는게 무탠다드에서 괜찮고 다른,같아 요 역시 과대 광고 제품은 아닌 거 구매하는 게 무탠다드에서 괜찮고 다른,"['제품', '구매', '무탠다드', '괜찮다']"
4387,살짝 느낌이 주로 같은 핏이 많이 매치하기도 여기저기 높습니다다만 딱히,살짝 느낌이 주로 같은 핏이 많이 매치하기도 여기저기 높습니다 다만 딱히,"['살짝', '느낌', '매치', '여기저기', '높다', '딱하다']"
4388,포인트 좋습니다 세일할때 산것같아요옆트임이라서 되고,포인트 좋습니다 세일할 때 산 것 같아요 옆트임이라서 되고,"['포인트', '좋다', '트이다']"
4389,했는데도 파르티멘토 짱입니당 진짜 좋아요 재질이 입어보고 일주일 엄청 안생겨요,했는데도 파르티멘토 짱입니 당 진짜 좋아요 재질이 입어보고 일주일 엄청 안 생겨요,"['좋다', '재질', '입어보다', '생기다']"
4390,착용하기엔 좋습니다 얇아서 사이즈로 레이어드용으로 두꺼운 된다면 다음에 너무 구매할거,착용하기엔 좋습니다 얇아서 사이즈로 레이어드용으로 두꺼운 된다면 다음에 너무 구매할 거,"['착용', '좋다', '얇다', '사이즈', '레이어', '드용', '두껍다', '구매']"
4391,저렴한 만족합니다 가격으로 사람으로서 구매해서 있는 매우 닥터지를 애용하고 몇장,저렴한 만족합니다 가격으로 사람으로서 구매해서 있는 매우 닥터지를 애용하고 몇 장,"['저렴하다', '만족하다', '가격', '사람', '구매', '애용']"
4392,편하네요 잘왔습니다 신발도 상품 빠르게 배송도 깔끔하고 가볍고,편하네요 잘 왔습니다 신발도 상품 빠르게 배송도 깔끔하고 가볍고,"['편하다', '자다', '신발', '상품', '빠르다', '배송', '깔끔하다', '가볍다']"
4393,빠르고 배송도 선물용으로 쓰겠습니다 깔끔해요 가성비로 포장도 꼼꼼해여 구매했어여 좋았습니다,빠르고 배송도 선물용으로 쓰겠습니다 깔끔해요 가성비로 포장도 꼼꼼해 여 구매했어 여 좋았습니다,"['빠르다', '배송', '선물', '쓰다', '깔끔하다', '가성비', '포장', '꼼꼼하다', '구매', '좋다']"
4394,입어도 만족합니다 살짝 ㅡ일두면 전부 냄새는 있지만공기청정기앞에 빠질것같습니다전체적으로 약품 소화가능한,입어도 만족합니다 살짝 ㅡ일 두면 전부 냄새는 있지만 공기청정기 앞에 빠질 것 같습니다 전체적으로 약품 소화 가능한,"['입다', '만족하다', '살짝', '냄새', '빠지다', '전체', '소화', '가능하다']"
4395,편하게 크롭이라 있을듯요 예쁘네요 영해보이고 걸칠수 가볍고,편하게 크롭이라 있을 듯요 예쁘네요 영해 보이고 걸칠 수 가볍고,"['편하다', '크롭', '예쁘다', '보이', '걸치다', '가볍다']"
4396,포인트 크지만 크기는 여기저기 어울려요 생각보다 되네요 되게,포인트 크지만 크기는 여기저기 어울려 요 생각보다 되네요 되게,"['포인트', '크다', '크기', '여기저기', '어울리다', '생각', '되게']"
4397,바지 밑단이 핏이 디테일과 받았을때의 받았을때 받았습니다 바지를 바지가 무난하게,바지 밑단이 핏이 디테일과 받았을 때의 받았을 때 받았습니다 바지를 바지가 무난하게,"['바지', '밑단', '디테일', '일과', '바지', '바지', '무난']"
4398,무난하게 맘에 입을듯 예쁜 여유있는 샀어용 빈티지한 반팔티인데 맛에 로고가,무난하게 맘에 입을 듯 예쁜 여유 있는 샀어용 빈티지한 반팔티인데 맛에 로고가,"['무난', '예쁘다', '여유', '사다', '빈티', '로고']"
4399,다른 하나더 무난한 구매했는데 구매했습니다 그래서 다운됐네요ㅠ 많이 블프기간에 편하게,다른 하나 더 무난한 구매했는데 구매했습니다 그래서 다운 됐네요 ㅠ 많이 블프 기간에 편하게,"['무난', '구매', '구매', '다운', '블프', '기간', '편하다']"
4400,해외온 해외 포인트로 코디할 있고 이뻐요 여행가려고 쓰자마자 색감 벌써,해외 온 해외 포인트로 코디할 있고 이 뻐요 여행 가려고 쓰자마자 색감 벌써,"['포인트', '코디', '여행', '쓰다', '색감', '벌써']"
4401,너무 질도 좋아요 좋네여 입히겠어요 옷은 올해 예쁘게 여름 업해도,너무 질도 좋아요 좋네 여 입히겠어요 옷은 올해 예쁘게 여름 업해도,"['질도', '좋다', '좋다', '입히다', '예쁘다', '여름']"
4402,사이즈 좋아요 적당히 떨어져서 쨍하고 널널해서 가능입미자 얼큰이도 포인트 색도,사이즈 좋아요 적당히 떨어져서 쨍하고 널널 해서 가능 입미자 얼큰이도 포인트 색도,"['사이즈', '좋다', '적당하다', '떨어지다', '널널', '가능', '크다', '포인트', '색도']"
4403,같습니다 좋을것 가장 전반적으로 조금만 뚜꺼우면 만족스럽습니다만 잘신고다닐게요개성있고 잘구한것 자켓,같습니다 좋을 것 가장 전반적으로 조금만 뚜꺼우면 만족스럽습니다만 잘 신고 다닐게요 개성 있고 잘 구한 것 자켓,"['좋다', '전반', '만족스럽다', '자다', '신고', '다니다', '자다', '자켓']"
4404,하나 부분까지 구매입니다다른 구매한 넉넉한 다른 두번째 디자인 디자인이 디테일한,하나 부분까지 구매입니다 다른 구매한 넉넉한 다른 두 번째 디자인 디자인이 디테일한,"['구매', '구매', '넉넉하다', '번째', '디자인', '디자인', '디테일']"
4405,후기를 볼캡을 베이지 볼캡 작성하기전에 정말 라이트 베루툼 베루툼의 있게,후기를 볼캡을 베이지 볼캡 작성하기 전에 정말 라이트 베루툼 베루툼의 있게,"['후기', '볼캡', '베이지', '볼캡', '라이트']"
4406,좋아요 입어도 좋을거같고 어디든지 가벼워서 포인트가 주름이 되고 그냥 가있어서,좋아요 입어도 좋을 거 같고 어디든지 가 벼워서 포인트가 주름이 되고 그냥 가 있어서,"['좋다', '입다', '좋다', '벼워', '포인트', '주름']"
4407,좋아요 입기 레이어드느 데일리로 괜츈 가격대비,좋아요 입기 레이어드느 데일리로 괜츈 가격 대비,"['좋다', '입다', '레이어', '일리', '가격', '대비']"
4408,엄청 이쁘네요 컬러들도 구매하게 다른 만들어 ㅠㅡㅠ 주세요 원단도 엄마아들에,엄청 이쁘네요 컬러들도 구매하게 다른 만들어 ㅠㅡㅠ 주세요 원단도 엄마 아들에,"['예쁘다', '컬러', '구매', '만들다', '줄다', '원단', '엄마', '아들']"
4409,합니다 핏이 편한 자주 일단 시원해보여요 손이 느낌이라 넉넉하니,합니다 핏이 편한 자주 일단 시원해 보여요 손이 느낌이라 넉넉하니,"['편하다', '자주', '시원하다', '느낌', '넉넉하다']"
4410,크게 흘러내려요사진 시보리가상당히 고정 구매했는데 나름 넓어서 넥라인 만족합니다세탁건조후 면바지에도,크게 흘러 내려 요 사진 시보리가 상당히 고 정 구매했는데 나름 넓어서 넥라인 만족합니다 세탁건조 후 면바지에도,"['크게', '사진', '보리', '상당하다', '구매', '나름', '넓다', '넥라인', '만족하다', '세탁', '건조', '바지', '에도']"
4411,사이즈 같이 붙는건 같은날 교환 교환배송비가 교환하는데건건히 글로벌 낮춰 낮췄는데도,사이즈 같이 붙는 건 같은 날 교환 교환 배송비가 교환하는데 건건히 글로벌 낮춰 낮췄는데도,"['사이즈', '붙다', '교환', '교환', '교환']"
4412,크기도 최고 좋네요 적당해서 입니다가볍고 가격대비,크기도 최고 좋네요 적당해서 입니다가볍고 가격 대비,"['크기', '최고', '좋다', '적당하다', '가볍다', '가격', '대비']"
4413,재질이 입기에는 얇지도 않네요 두께는 두껍지도 단독으로 너무 까칠하네요 괜찮은거,재질이 입기에는 얇지도 않네요 두께는 두껍지도 단독으로 너무 까칠 하네요 괜찮은거,"['재질', '입다', '얇다', '두께', '두껍다', '단독', '괜찮다']"
4414,핏은 어두워요 생각보다 색상이 마음에 디자인이나 들어요,핏은 어두워요 생각보다 색상이 마음에 디자인이나 들어요,"['어둡다', '생각', '색상', '마음', '디자인']"
4415,힘드네요 핏이 입기는 이너웨어 얇아서 안잡혀요 단품으로 느낌이 너무 강해서,힘드네요 핏이 입기는 이너웨어 얇아서 안 잡혀 요 단품으로 느낌이 너무 강해서,"['힘드다', '입다', '웨어', '얇다', '잡히다', '느낌', '강하다']"
4416,들어요 맘에 색상도 심각하게 다른 살지 고민 완전 중입니다 색상이,들어요 맘에 색상도 심각하게 다른 살지 고민 완전 중입니다 색상이,"['색상', '고민', '색상']"
4417,착용 했는데 약하면 가눙합미다 내구성이 디자인이 떨어뜨렸는데도 랜덤으로 몇번 손목이,착용 했는데 약하면 가눙합 미다 내구성이 디자인이 떨어뜨렸는데도 랜덤으로 몇 번 손목이,"['착용', '약하다', '밉다', '구성', '디자인', '손목']"
4418,적당하고 크기도 와이프 귀엽다고 샀는대 선물로 좋아하내요사이즈도 좋다내요 휘뚜루마뚜루 많아요,적당하고 크기도 와이프 귀엽다고 샀는 대 선물로 좋아하 내요 사이즈도 좋다 내요 휘뚜루 마 뚜루 많아요,"['적당하다', '크기', '와이프', '귀엽다', '사다', '선물', '좋아하다', '사이즈', '좋다', '휘뚜루', '휘뚜루', '많다']"
4419,사이즈도 적당하고 같아여 자주입을거 아주만족합니다 편해요 종아리 길이도 정말 맞아,사이즈도 적당하고 같아 여 자주입을 거 아주 만족합니다 편해 요 종아리 길이도 정말 맞아,"['사이즈', '적당하다', '아주', '만족하다', '편하다', '길이', '맞다']"
4420,뭐가 흔들지 만원대로 않고요 안에 안되고 소매는 샀는데 사이즈는 빠지진않겠어요,뭐가 흔들지 만 원대로 않고요 안에 안 되고 소매는 샀는데 사이즈는 빠지진 않겠어요,"['원대', '소매', '사다', '사이즈', '빠지다']"
4421,생각보다 조금 입을 같습니다 그렇게 바지를 같네요 사이즈는 이뻐서 이쁜,생각보다 조금 입을 같습니다 그렇게 바지를 같네요 사이즈는 이 뻐서 이쁜,"['생각', '바지', '사이즈', '예쁘다']"
4422,좋네요거의 장도인듯해요 인치 인데 옷감이 수준이에요 사이즈가 부드럽고 명품 두툼하고,좋네요 거의 장도인 듯해요 인치 인데 옷감이 수준이에요 사이즈가 부드럽고 명품 두툼하고,"['좋다', '옷감', '수준', '사이즈', '부드럽다', '두툼']"
4423,저렴하게 예쁜옷 예쁘고 샀어요프린딩 보이네요 단정해,저렴하게 예쁜 옷 예쁘고 샀어요 프린딩 보이네요 단정해,"['저렴하다', '예쁘다', '예쁘다', '사다', '단정하다']"
4424,편하게 입을수 한여름에도 재질이라 있을것같아요 있어 얇아서 얇고 시원한 만족입니다,편하게 입을 수 한 여름에도 재질이라 있을 것 같아요 있어 얇아서 얇고 시원한 만족입니다,"['편하다', '여름', '에도', '재질', '얇다', '얇다', '시원하다', '만족']"
4425,좋고 자주 편해서 추천 사이즈감 착용할거같아요 헬스하러 입고다닐것같아요 입으려구요봄되면 디자인,좋고 자주 편해서 추천 사이즈 감 착용할 거 같아 요 헬스하러 입고 다닐 것 같아요 입으려구요 봄 되면 디자인,"['좋다', '자주', '편하다', '추천', '사이즈', '착용', '입다', '다니다', '입다', '디자인']"
4426,디자인도 생각보다 편해서 약간 고민했는데 나누어져 두개의칸으로 메기 사용하려고해요 예쁘고,디자인도 생각보다 편해서 약간 고민했는데 나누어져 두 개의 칸으로 메기 사용하려고 해요 예쁘고,"['디자인', '생각', '편하다', '고민', '메기', '사용', '예쁘다']"
4427,해요 뿌려주신거도 개시할 거칠긴 너무 높게나와서 느낄만한 늦가을 돼야 두꺼워서,해요 뿌려주신 거도 개시할 거칠긴 너무 높게 나와서 느낄 만한 늦가을 돼야 두꺼워서,"['뿌리다', '개시', '거치다', '높다', '느끼다', '두껍다']"
4428,너무 이코르 엠블러 같습니다 있어서 아방한 색상의 색상처럼 스커트 신기하고,너무 이 코르 엠블러 같습니다 있어서 아방한 색상의 색 상처럼 스커트 신기하고,"['색상', '스커트']"
4429,청바지에요 자주 입힐꺼 원하던 오래 무난해서 맘에들어요 같습니다,청바지에 요 자주 입 힐 꺼 원하던 오래 무난해서 맘에 들어 요 같습니다,"['청바지', '자주', '원하다', '오래', '무난']"
4430,있습니다 입고있었는데 입고 여름철에 때남색 너무만족스럽게 너무괜찮아서 구매했습니다,있습니다 입고 있었는데 입고 여름철에 때 남색 너무 만족스럽게 너무 괜찮아서 구매했습니다,"['입다', '입다', '여름철', '만족', '스럽게', '괜찮다', '구매']"
4431,좋아요 재질도 같아요 너무 귀엽구 자주 입을것 역시나 실물도 구매했는데,좋아요 재질도 같아 요 너무 귀엽구 자주 입을 것 역시나 실물도 구매했는데,"['좋다', '재질', '귀엽다', '자주', '실물', '구매']"
4432,분크 하나 원하는 구매해서 너어어무 사려구요 색상 원가보다 입점해서 쿠폰,분크 하나 원하는 구매해서 너어 어 무 사려구요 색상 원가보다 입점해서 쿠폰,"['크다', '원하다', '구매', '사다', '색상', '쿠폰']"
4433,흔적세럼 해요 있어요 있기는 유분기가 쓰고 살짝,흔적 세럼 해요 있어요 있기는 유분기가 쓰고 살짝,"['분기', '쓰다', '살짝']"
4434,이쁘고 좋습니다 품질이 나왔네요 남자답게 셔츠 이쁨 생각보다 퀄도 실물이,이쁘고 좋습니다 품질이 나왔네요 남자답게 셔츠 이 쁨 생각보다 퀄도 실물이,"['예쁘다', '좋다', '품질', '셔츠', '생각', '실물']"
4435,너무 같아요 맘에 핏입니다 빼입 산거 핏이구요 않으면서 떨어지는 이쁘게,너무 같아 요 맘에 핏입니다 빼 입 산 거 핏이구요 않으면서 떨어지는 이 쁘게,"['핏입니다', '떨어지다']"
4436,힙하게 사이즈 선택했습니다핏감 스몰 스웨터 아니면 아니에요 아이보리 아이보리라서 아이보리색이랑,힙하게 사이즈 선택했습니다핏 감 스몰 스웨터 아니면 아니에 요 아이보리 아이보리라서 아이보리색이랑,"['힙하', '사이즈', '선택', '스몰', '아이보리', '아이보리', '아이보리']"
4437,적당하네용 약간 암튼 아니고 선명한 색감은 사줬는데 사이즈 빈티지네이비랄까 네이비는,적당하네용 약간 암튼 아니고 선명한 색감은 사줬는데 사이즈 빈티지네이비랄 까 네이비는,"['적당하다', '암튼', '선명하다', '색감', '사주다', '사이즈', '빈티', '네이비', '네이비']"
4438,사이즈가 역시 볼때마다 샀어유 교체용으로 크록스는 귀엽고 귀엽네요 신던게 떨어져간대서,사이즈가 역시 볼 때마다 샀어 유 교체용으로 크록스는 귀엽고 귀엽네요 신던 게 떨어져간 대서,"['사이즈', '사다', '크다', '귀엽다', '귀엽다', '신다', '떨어지다']"
4439,좋아요 다른 가격이 곳보다 괜찮고 순해서 성분이 두번째 갬성 구매,좋아요 다른 가격이 곳보다 괜찮고 순해서 성분이 두 번째 갬성 구매,"['좋다', '가격', '괜찮다', '순하다', '성분', '번째', '개다', '구매']"
4440,이너로 원하던 엑라로 없어서 밖에 딱일듯 기장감이에요 기장감 갔는데,이너로 원하던 엑라로 없어서 밖에 딱 일 듯 기장감이에요 기장감 갔는데,"['원하다', '기장', '기장']"
4441,필요가 치고는 좋아요 없어서 얇거나 수선할 라이트웨이트 듭니다 느낌은 기장,필요가 치고는 좋아요 없어서 얇거나 수선할 라이트웨이트 듭니다 느낌은 기장,"['필요', '치고는', '좋다', '얇다', '수선하다', '라이트', '투웨이', '듭니', '느낌', '기장']"
4442,좋고 신을 스냅으로 싸게 잘뽑혀나옴아주이쁨 입습니다 이쁨가벼운 이쁨 유행인데 요즘,좋고 신을 스냅으로 싸게 잘 뽑혀 나옴 아주 이 쁨 입습니다 이 쁨 가벼운 이 쁨 유행인데 요즘,"['좋다', '싸다', '자다', '아주', '가볍다', '유행', '요즘']"
4443,편하고 좋아요 잠잘때 입기 부드러워요 따뜻해서,편하고 좋아요 잠 잘 때 입 기 부드러워요 따뜻해서,"['편하다', '좋다', '자다', '부드럽다', '따뜻하다']"
4444,살짝 생각보다 매우 그것이 빼게 불편해 불편함이 약간의 베이직 무거워,살짝 생각보다 매우 그것이 빼게 불편해 불편함이 약간의 베이직 무거워,"['살짝', '생각', '그것', '빼다', '불편하다', '불편하다', '베이직', '무거워']"
4445,마음에 입기 구입했어요소재도 캐릭터가 부드럽고 멋있고 잇자바이브 모양의 들어 타이포,마음에 입 기 구입했어요 소재도 캐릭터가 부드럽고 멋있고 잇자바이브 모양의 들어 타이포,"['마음', '구입', '소재', '캐릭터', '부드럽다', '모양']"
4446,원단이 허늘해지지 않고 날씨에 다른후기처럼 두꺼워서 두껍하니 맞아요 매우 무리일듯,원단이 허늘해지지 않고 날씨에 다른 후기처럼 두꺼워서 두껍 하니 맞아요 매우 무리일 듯,"['원단', '허다', '늘다', '지지', '날씨', '후기', '두껍다', '두껍다', '하니', '맞다', '무리']"
4447,맘에 제품 저렴한가격에 입니다 사고싶었던 드네요 구입하였습니다 했는데 친구도 친구,맘에 제품 저렴한 가격에 입니다 사고 싶었던 드네요 구입하였습니다 했는데 친구도 친구,"['제품', '저렴하다', '가격', '사고', '드네', '구입', '친구', '친구']"
4448,젛네요이염도 없어서 생각보다 색감 사이즈랑 만족해요 ㅎㅎ,젛네요이염도 없어서 생각보다 색 감 사이즈랑 만족해요 ㅎㅎ,"['생각', '사이즈', '만족하다']"
4449,저렴하게 작은느낌입니다그래도 세일할때 생각보단 살짝 구입했네요,저렴하게 작은 느낌입니다 그래도 세일할 때 생각보단 살짝 구입했네요,"['저렴하다', '작다', '느낌', '생각', '살짝', '구입']"
4450,입기 좋은 큰감이있어요 제품입니다약간 이너로 화이트에 만족스럽습니다 두께라 두께감이 사계절,입기 좋은 큰감이 있어요 제품입니 다 약간 이너로 화이트에 만족스럽습니다 두께라 두께감이 사 계절,"['입다', '좋다', '크다', '제품', '화이트', '만족스럽다', '두께', '두께', '계절']"
4451,ㅎㅎ 같아요 맛집이 되어가네요 점점 적당하게 에잇세컨즈 길이감이 나오는거 데님이,ㅎㅎ 같아 요 맛집이 되어 가네요 점점 적당하게 에잇세컨즈 길이감이 나오는 거 데님이,"['맛집', '적당하다', '길이', '데님']"
4452,단독으로 충분어차피 정핏이에요루즈핏은 입어야함핏은 입어도 얇아서 얇고 아님 봄가을용입니다부드러워서 많이,단독으로 충분어차피 정핏이에 요 루즈핏은 입어야 함핏은 입어도 얇아서 얇고 아님 봄 가을 용입니다 부드러워서 많이,"['단독', '루즈핏', '입다', '입다', '얇다', '얇다', '가을', '부드럽다']"
4453,편해요 찍으려고 찍었는데 줄거에요 좋네요 제가 정도 아들 사진 사이즈는,편해요 찍으려고 찍었는데 줄거에 요 좋네요 제가 정도 아들 사진 사이즈는,"['편하다', '찍다', '찍다', '좋다', '아들', '사진', '사이즈']"
4454,마음에 듭니다 너무 컬러도 연하게 빈티지해서 만족해요 재구매하려고합니다 색상 변경해서,마음에 듭니다 너무 컬러도 연하게 빈티지해서 만족해요 재구매하려고 합니다 색상 변경해서,"['마음', '듭니', '컬러', '빈티', '만족하다', '색상']"
4455,가볍고 너무 짧지 길이가 적당해서 예쁘게 않고 크롭 따뜻해요 맞아요,가볍고 너무 짧지 길이가 적당해서 예쁘게 않고 크롭 따뜻해 요 맞아요,"['가볍다', '짧다', '길이', '적당하다', '예쁘다', '크롭', '따뜻하다', '맞다']"
4456,환불제품이와서 많이사는데요무신사에서 살테니 사이즈없는건 사이즈가 사면 불량품이오네요이번에도역시 별네개나 반품하고 반품상품을표기하고,환불 제품이 와서 많이 사는데요무신사에서 살 테니 사이즈 없는 건 사이즈가 사면 불량품이 오네요 이번에도 역시 별 네 개나 반품하고 반품 상품을 표기하고,"['제품', '살다', '무신', '사이즈', '사이즈', '사면', '에도', '반품', '반품', '상품']"
4457,한치수 핏이 생각하고 사이즈를 빠질거 붙어 물이 무신사 말이 두께입니가,한 치수 핏이 생각하고 사이즈를 빠질 거 붙어 물이 무신사 말이 두께입니가,"['치수', '생각', '사이즈', '빠지다', '붙다', '물다', '두께']"
4458,훨씬 탄탄해요 같지만 그것 길어서 다른 두개 두께는 레깅스 만족스럽습니다,훨씬 탄탄해요 같지만 그것 길어서 다른 두개 두께는 레깅스 만족스럽습니다,"['탄탄하다', '그것', '기다', '두께', '레깅스', '만족스럽다']"
4459,같아요 좋았어요 신발 어울릴 많이 뒤꿈치가 푹신한 반바지에 바닥 받는,같아 요 좋았어요 신발 어울릴 많이 뒤꿈치가 푹신한 반바지에 바닥 받는,"['좋다', '신발', '어울리다', '푹신하다', '반바지', '바닥']"
4460,향기가 좋아서 생각보다 만족입니다 너무좋아요,향기가 좋아서 생각보다 만족입니다 너무 좋아요,"['좋다', '생각', '만족', '좋다']"
4461,자연광 이불이 예쁘네요 어두웠지만 아래에서 생각보다 샌드부분이 보면 몽실몽실합니다 가볍고,자연광 이불이 예쁘네요 어두웠지만 아래에서 생각보다 샌드 부분이 보면 몽실몽실합니다 가볍고,"['자연', '예쁘다', '어둡다', '아래', '생각', '가볍다']"
4462,사이즈 약간 크게 마음에듬 딱맞아요 어깨는 입었는데 옷탄탄하고 이건 삿어오,사이즈 약간 크게 마음에 듬 딱 맞아 요 어깨는 입었는데 옷 탄탄하고 이건 삿어오,"['사이즈', '크게', '마음', '맞다', '어깨', '입다', '탄탄하다']"
4463,실물이 더이쁜 티셔츠입니다핏부터 맘에드네요 디테일까지 입을듯 모양 괜찮아요 두툼해서 잡혀요,실물이 더이쁜 티셔츠입니다핏부터 맘에드네요 디테일까지 입을 듯 모양 괜찮아요 두툼해서 잡혀요,"['실물', '예쁘다', '티셔츠', '에드', '디테일', '모양', '괜찮다', '두툼해', '잡히다']"
4464,편하고 구매했어요 좋아요여러개 안비치고 너무너무 입어도 어울리네요 아무거나 상의 밴딩이라,편하고 구매했어요 좋아요 여러 개 안비치고 너무너무 입어도 어울리네요 아무거나 상의 밴딩이라,"['편하다', '구매', '좋다', '치고', '입다', '어울리다', '아무', '거나', '상의', '밴딩']"
4465,맘에 샀는데 후회 없음다 고민하다가 들어요ㅠ 똑같고 색감도 실물 사진이랑,맘에 샀는데 후회 없음다 고민하다가 들어 요ㅠ 똑같고 색감도 실물 사진이랑,"['사다', '후회', '고민', '똑같다', '색감', '실물', '사진']"
4466,핏이 만족스럽네요 하지만 밝은 들어 딱히 레귤러한 맘에 매우 물론,핏이 만족스럽네요 하지만 밝은 들어 딱히 레귤러 한 맘에 매우 물론,"['만족스럽다', '밝다', '딱하다', '레귤러']"
4467,샀는데 이쁩니다 활용도 옷도 나염도 더현대에서 보고 알고 오버핏인거 귀엽고,샀는데 이쁩니다 활용도 옷도 나 염도 더 현대에서 보고 알고 오버핏인 거 귀엽고,"['사다', '예쁘다', '활용', '오버핏', '귀엽다']"
4468,한두번 털실수준 진짜 재질이 입는용으로 그냥,한두 번 털실 수준 진짜 재질이 입는 용으로 그냥,"['수준', '재질', '입다']"
